,Year,County,Industry.sector,Chemical,Clean.air.act.chemical,Classification,Metal,Metal.category,Carcinogen,PFAS,Fugitive.air.emissions,Stack.air.emissions,Surface.water.discharges,Class.1.well.injections,Class.2.well.injections,RCRA.landfill,non-RCRA.landfill,Land.treatment.application.farming,RCRA.surface.impoundment,non-RCRA.surface.impoundment,non.landfill.land.treatment.surface.impoundment.disposal,Onsite.total.release,POTW.transfers.for.release.disposal.,POTW.transfers.for.treatment,POTW.total.transfers,transfer.for.storage.only,transfer.for.solidification,transfer.of.wastewater.treatment,transfer.of.m40.metal,transfer.of.m61.metal,transfer.for.underground.injection,transfer.for.class1.injection,transfer.for.class2.injection,transfer.for.landfills.surface.impoundments,transfer.for RCRA.subtitle3.surface.impoundments,transfer.of.other.surface.impoundments,transfer.to.other.landfills,transfer.to.RCRA.subtitle3.landfills,transfer.for.land.treatment,transfer.for.land.disposal,transfer.for.other.offsite.management,transfer.to.waste.broker,unknown.transfer,offsite.release.total,transfer.of.solvents/organics,transfer.for.metals.recovery,transfer.for.other.recovery/reuse,transfer.for.acid.regeneration,transfer.to.waste.broker,off.site.recycled.total,transfer.for.energy.recover,transfer.to.waste.broker/energy.recovery,offsite.energy.recovery.total,non-metal.solidification/stabilization,transfer.for.incineration/thermal.treatment,transfer.for.incineration/insignificant.fuel.value,transfer.of.m61.non.metal,transfer.for.other.waste.treatment,transfer.to.waste.broker/waste.treatment,offsite.treated.total,total.quantity.of.unclassified,total.offsite.transfer.quantity,on.site.and.off.site.total.releases,some.other.total.releases,onsite.contained.releases,onsite.other.releases,offsite.contained.releases,offsite.other.releases,energy.recovery.onsite,energy.recovery.offsite,recycling.onsite.,recycling.offsite,treatment.onsite,treatment.offsite,production.waste,one.time.release,production.ratio.or.activity.index,production.ratio
575,2014,WAYNE,Transportation Equipment,Chromium,YES,TRI,YES,1,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,1551,1551,0,0,0,0,0,0,0,0,0,0,0,1551.15,0.15,0,0,0,0,0.15,0,0,0,1551,0,0,1551.15,NA,PRODUCTION,0.71
576,2014,ST LAWRENCE,Petroleum Bulk Terminals,Benzene,YES,TRI,NO,0,YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,,NA
577,2014,MONROE,Fabricated Metals,Chromium,YES,TRI,YES,1,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88249,88249,0,0,0,0,0,0,0,0,0,0,0,88249,0,0,0,0,0,0,0,0,0,88249,0,0,88249,NA,PRODUCTION,1.17
578,2014,ONEIDA,Electrical Equipment,Benzoyl peroxide,NO,TRI,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,,NA
579,2014,ALBANY,Petroleum Bulk Terminals,"Benzo[g,h,i]perylene",YES,PBT,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,ACTIVITY,1.08
580,2014,ORANGE,Electric Utilities,Lead compounds,YES,PBT,YES,1,NO,NO,0,10.1,3.8,0,0,0,0,0,0,0,0,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,0,0,14,0,0,0,0,0,0,0,0,14,NA,PRODUCTION,1.26
581,2014,ONEIDA,Chemicals,Lead,YES,PBT,YES,1,YES,NO,0,0.07,0,0,0,0,0,0,0,0,0,0.07,0.753,0,0.753,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933,1.003,0,0,0.07,0.47439,0.45861,0,0,748,0,0,0,749.003,NA,ACTIVITY,0.56
582,2014,MONROE,Chemicals,Dichloromethane,YES,TRI,NO,0,YES,NO,33,1742,0,0,0,0,0,0,0,0,0,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11320,11320,254.41,0,254.41,0,0,2265.17,0,0,0,2265.17,0,13839.58,1775,0,0,1775,0,0,0,254.41,0,11320,0,2265.17,15614.58,NA,PRODUCTION,0.71
583,2014,ONONDAGA,Beverages,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,TRI,NO,0,NO,NO,0,0,1636722,0,0,0,0,0,0,0,0,1636722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636722,0,0,1636722,0,0,0,0,0,0,0,0,1636722,NA,ACTIVITY,1.06
584,2014,ERIE,Nonmetallic Mineral Product,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,TRI,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,NA,PRODUCTION,1.37
585,2014,WAYNE,Computers and Electronic Products,Copper,NO,TRI,YES,1,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15.64,0,1178.8,0,0,0,1178.8,0,0,0,0,0,0,0,0,0,0,0,1194.44,15.64,0,0,0,0.4608,15.1792,0,0,0,1178.8,0,0,1194.44,NA,ACTIVITY,0.73
586,2014,QUEENS,Petroleum Bulk Terminals,Toluene,YES,TRI,NO,0,NO,NO,3,1476,0,0,0,0,0,0,0,0,0,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479,0,0,1479,0,0,0,0,0,0,0,0,1479,NA,PRODUCTION,1.12
587,2014,STEUBEN,Machinery,Copper,NO,TRI,YES,1,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,6363,0,0,0,6363,0,0,0,0,0,0,0,0,0,0,0,6363.04,0.04,0,0,0,0.03,0.01,0,0,0,6363,0,0,6363.04,NA,PRODUCTION,1.1
588,2014,ORANGE,Primary Metals,Lead compounds,YES,PBT,YES,1,NO,NO,0,123,0.39,0,0,0,0,0,0,0,1306,1429.39,11,0,11,0,0,0,0,0,0,0,0,0,0,0,205640,164143,0,0,46,0,0,369840,0,0.34,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,369840.34,371269.39,0,0,123.39,369783,57,0,0,0,0.34,0,0,369963.73,1306,PRODUCTION,1.12
589,2014,LIVINGSTON,Chemical Wholesalers,Chlorine,YES,TRI,NO,0,NO,NO,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,4,NA,PRODUCTION,1.08
590,2014,SCHENECTADY,Nonmetallic Mineral Product,"1,2,4-Trimethylbenzene",NO,TRI,NO,0,NO,NO,1.09,2.03,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,3.12,0,0,0,0,0,0,0,0,3.12,NA,PRODUCTION,1.07
591,2014,NIAGARA,Electric Utilities,Nickel compounds,YES,TRI,YES,1,YES,NO,0,134,31.01,0,0,0,2863,0,0,0,0,3028.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3028.01,0,2863,165.01,0,0,0,0,0,0,0,0,3028.01,NA,ACTIVITY,1
592,2014,SUFFOLK,Petroleum Bulk Terminals,"Benzo[g,h,i]perylene",YES,PBT,NO,0,NO,NO,0,3.00E-05,0,0,0,0,0,0,0,0,0,3.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414,0,0,0.0414,0,0,0,0,2.00E-04,0,0,0,0,2.00E-04,0,0.0416,3.00E-05,0,0,3.00E-05,0,0,0,0,0,0.0414,0,2.00E-04,0.04163,NA,PRODUCTION,0.74
593,2014,SUFFOLK,Electric Utilities,Lead compounds,YES,PBT,YES,1,NO,NO,0,11,3,0,0,0,0,0,0,0,0,14,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,142,0,0,14,0,128,0,0,0,0,0,0,142,NA,ACTIVITY,0.84
594,2014,ERIE,Electric Utilities,Ammonia,NO,TRI,NO,0,NO,NO,0,116039,0,0,0,0,0,0,0,0,0,116039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116039,0,0,116039,0,0,0,0,0,0,137112,0,253151,NA,PRODUCTION,1.12
595,2014,NASSAU,Petroleum Bulk Terminals,Polycyclic aromatic compounds,YES,PBT,NO,0,YES,NO,0.14,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0,0,0,0,0,0,0.16,0.05,0.21,0,0,0.1,0,0,0.11,0.21,0,0.54,0.26,0,0,0.14,0,0.12,0,0.05,0,0,0,0.09,0.4,0.28,PRODUCTION,1.18
596,2014,SARATOGA,Chemicals,Methanol,YES,TRI,NO,0,NO,NO,1100,2600,2200,0,0,0,0,0,0,0,5,5905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,0,54000,250,54250,0,0,0,0,54500,0,108500,5905,0,0,5905,0,0,0,54000,0,0,520000,54500,634405,NA,PRODUCTION,1
597,2014,LEWIS,Food,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,TRI,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,38130.1,38130.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38130.1,0,38130.1,0,0,0,0,0,0,0,0,0,0,0,38130.1,38130.1,NA,PRODUCTION,0.88
598,2014,SUFFOLK,Paper,n-Hexane,YES,TRI,NO,0,NO,NO,89,211,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,373,0,373,300,0,0,300,0,0,0,0,309,0,19803,373,20785,NA,PRODUCTION,1.06
599,2014,ERIE,Primary Metals,Copper,NO,TRI,YES,1,NO,NO,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,583455,0,0,0,583455,0,0,0,0,0,0,0,0,0,0,0,583460,10,0,0,5,0,5,0,0,0,583455,0,0,583465,NA,ACTIVITY,6.5
600,2014,ERIE,Chemicals,Methanol,YES,TRI,NO,0,NO,NO,550,1600,0,0,0,0,0,0,0,0,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19580,1,0,0,19581,0,19581,2150,0,0,2150,0,0,0,0,0,0,0,19581,21731,NA,PRODUCTION,1.17
601,2014,ALBANY,Nonmetallic Mineral Product,Methanol,YES,TRI,NO,0,NO,NO,704.94,305.96,0,0,0,0,0,0,0,0,0,1010.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933.95,0,0,0,0,933.95,0,0,0,0,520.15,1353.55,0,0,0,1873.7,0,2807.65,1010.9,0,0,1010.9,0,0,3453905,0,0,933.95,0,1873.7,3457723.55,NA,PRODUCTION,1.01
602,2014,ALBANY,Nonmetallic Mineral Product,Carbon tetrachloride,YES,TRI,NO,0,YES,NO,2.01,0.33,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,0,0,0,0,3.93,0,0,0,0,2.19,5.7,0,0,0,7.89,0,11.82,2.34,0,0,2.34,0,0,14535,0,0,3.93,0,7.89,14549.16,NA,PRODUCTION,1.01
603,2014,MONROE,Primary Metals,Silver compounds,NO,TRI,YES,1,NO,NO,0,24,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2413,0,51552,0,0,0,51552,0,0,0,0,0,0,0,0,0,0,0,53965,2437,0,0,24,0,2413,0,0,0,51552,0,0,53989,NA,PRODUCTION,1
604,2014,WAYNE,Electrical Equipment,Lead,YES,PBT,YES,1,YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,PRODUCTION,1
605,2014,ST LAWRENCE,Petroleum,"Benzo[g,h,i]perylene",YES,PBT,NO,0,NO,NO,0.001487,0.005215,0,0,0,0,0,0,0,0,0,0.006702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006702,0,0,0.006702,0,0,0,0,0,0,0,0,0.006702,NA,PRODUCTION,1.49
606,2014,MONROE,Chemicals,Nitric acid,NO,TRI,NO,0,NO,NO,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,100173,0,100173.01,NA,PRODUCTION,1.18
607,2014,ERIE,Plastics and Rubber,Zinc compounds,NO,TRI,YES,1,NO,NO,0,4,57,0,0,0,0,0,0,0,0,61,76.8,0,76.8,0,0,0,0,0,0,0,0,0,0,0,807,1178,0,0,0,0,0,2061.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2061.8,2122.8,0,0,61,2035.688,26.112,0,0,0,0,0,0,2122.8,NA,PRODUCTION,0.95
608,2014,YATES,Chemicals,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),NO,TRI,NO,3,NO,NO,14,117,0,0,0,0,0,0,0,0,0,131,0,0,0,0,28717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28717,28848,0,0,131,0,28717,0,0,0,0,0,0,28848,NA,PRODUCTION,1.9
609,2014,WESTCHESTER,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,TRI,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,449202,449202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,130,0,0,0,0,0,0,0,0,0,449202,0,449332,0,0,0,0,0,0,0,0,0,130,0,449202,449332,NA,PRODUCTION,1.26
610,2014,QUEENS,Electric Utilities,Ethylbenzene,YES,TRI,NO,0,YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,,NA
611,2014,ERIE,Machinery,Nitric acid,NO,TRI,NO,0,NO,NO,1,290,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,331,0,0,291,0,40,0,0,0,0,14490,0,14821,NA,PRODUCTION,0.75
612,2014,OSWEGO,Chemicals,Cyclohexane,NO,TRI,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,,NA
613,2014,JEFFERSON,Paper,Polycyclic aromatic compounds,YES,PBT,NO,0,YES,NO,0,7.60E-05,0,0,0,0,0,0,0,0,0,7.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.60E-05,0,0,7.60E-05,0,0,0,0,0,0,0,0,7.60E-05,NA,PRODUCTION,0.96
614,2014,MONROE,Chemicals,Pyridine,NO,TRI,NO,0,NO,NO,2,84,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,361,0,0,0,0,0,0,0,0,0,0,46627,0,1305,0,0,47932,0,48293,447,0,0,86,0,361,0,0,0,0,0,47932,48379,NA,PRODUCTION,0.93
615,2014,ERIE,Food,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,TRI,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,148971,148971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148971,0,148971,0,0,0,0,0,0,0,0,0,0,0,148971,148971,NA,PRODUCTION,1.6
616,2014,BROOME,Fabricated Metals,Nitric acid,NO,TRI,NO,0,NO,NO,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,42250,0,42350,NA,PRODUCTION,1.19
617,2014,ORLEANS,Petroleum Bulk Terminals,Benzene,YES,TRI,NO,0,YES,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,,NA
618,2014,NIAGARA,Primary Metals,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,TRI,NO,0,NO,NO,392,25743,0,0,0,0,0,0,0,0,0,26135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26135,0,0,26135,0,0,0,0,0,0,0,0,26135,NA,PRODUCTION,0.92
619,2014,ONEIDA,Primary Metals,Cobalt,YES,TRI,YES,1,YES,NO,5,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,24073,24073,0,0,0,0,0,0,0,0,0,0,0,24081,18,0,0,10,8,0,0,0,0,24073,0,0,24091,NA,PRODUCTION,1.3
620,2014,ONEIDA,Primary Metals,Cobalt,YES,TRI,YES,1,YES,NO,0,168.79,0,0,0,0,0,0,0,0,0,168.79,0.86,0,0.86,0,0,11.7,0,0,0,0,0,0,0,0,0,41.1,0,0,0,0,0,53.66,0,238690,0,0,0,238690,0,0,0,0,0,0,0,0,0,0,0,238743.66,222.45,0,0,168.79,41.96,11.7,0,0,0,238690,0,0,238912.45,NA,PRODUCTION,1.2
621,2014,MONROE,Petroleum Bulk Terminals,"Benzo[g,h,i]perylene",YES,PBT,NO,0,NO,NO,0.01,0.0514,2.00E-05,0,0,0,0,0,0,0,0,0.06142,0,0.0182,0.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048,0.00048,0,0,0,0,0,0,0.01,0,0.01,0,0,0.00089,0,0,0,0.01909,0,0.02957,0.0619,0,0,0.06142,0,0.00048,0,0.01,0,0,0,0.00089,0.07279,0.0182,ACTIVITY,0.9
622,2014,TOMPKINS,Electric Utilities,Vanadium compounds,NO,TRI,YES,1,NO,NO,0,7.2,117.47,0,0,0,3297,0,0,0,0,3421.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3421.67,0,3297,124.67,0,0,0,0,0,0,0,0,3421.67,NA,ACTIVITY,1
623,2014,SUFFOLK,Petroleum Bulk Terminals,Toluene,YES,TRI,NO,0,NO,NO,12,188,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741.6345,0,0,741.6345,0,0,0,0,0,0,0,0,0,0,0,741.6345,200,0,0,200,0,0,0,0,0,741.6345,0,0,941.6345,NA,PRODUCTION,0.66
624,2014,TOMPKINS,Electric Utilities,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,TRI,NO,0,NO,NO,0,43608,0,0,0,0,0,0,0,0,0,43608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43608,0,0,43608,0,0,0,0,0,0,0,0,43608,NA,ACTIVITY,1
625,2014,ORANGE,Petroleum Bulk Terminals,Ethylbenzene,YES,TRI,NO,0,YES,NO,20,84,0.07,0,0,0,0,0,0,0,0,104.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,134,0,134,104.07,0,0,104.07,0,0,0,0,0,0,1618,0,1722.07,134,ACTIVITY,1
626,2014,ONEIDA,Petroleum Bulk Terminals,Xylene (mixed isomers),YES,TRI,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,,NA
627,2014,NIAGARA,Nonmetallic Mineral Product,Nitric acid,NO,TRI,NO,0,NO,NO,14,14,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,28,0,0,0,0,0,0,142898,0,142926,NA,PRODUCTION,1.12
628,2014,ESSEX,Paper,Formic acid,NO,TRI,NO,0,NO,NO,0,0,2653,0,0,0,0,0,0,0,0,2653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2653,0,0,2653,0,0,0,0,0,0,0,0,2653,NA,PRODUCTION,0.99
629,2014,ERIE,Machinery,Toluene,YES,TRI,NO,0,NO,NO,7632,2871,0,0,0,0,0,0,0,0,0,10503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,151,0,0,0,0,0,0,0,0,151,10503,0,0,10503,0,0,0,151,0,0,0,0,10654,NA,PRODUCTION,1.11
630,2014,ALBANY,Nonmetallic Mineral Product,p-Cresol,YES,TRI,NO,0,NO,NO,10.02,1.66,0,0,0,0,0,0,0,0,0,11.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.56,0,0,0,0,19.56,0,0,0,0,10.89,28.34,0,0,0,39.23,0,58.79,11.68,0,0,11.68,0,0,72318,0,0,19.56,0,39.23,72388.47,NA,PRODUCTION,1.01
631,2014,ALBANY,Nonmetallic Mineral Product,Benzyl chloride,YES,TRI,NO,0,NO,NO,4.62,0.77,0,0,0,0,0,0,0,0,0,5.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.03,0,0,0,0,9.03,0,0,0,0,5.03,13.08,0,0,0,18.11,0,27.14,5.39,0,0,5.39,0,0,33381,0,0,9.03,0,18.11,33413.53,NA,PRODUCTION,1.01
632,2014,CATTARAUGUS,Chemicals,Xylene (mixed isomers),YES,TRI,NO,0,NO,NO,0,250,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,0,993,0,0,0,0,0,0,0,0,993,250,0,0,250,0,0,0,993,0,0,0,0,1243,NA,PRODUCTION,0.59
633,2014,NIAGARA,Nonmetallic Mineral Product,Mercury compounds,YES,PBT,YES,1,NO,NO,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,10,NA,PRODUCTION,1.53
634,2014,MONROE,Nonmetallic Mineral Product,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,TRI,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,1698,0,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,0,0,1698,0,0,0,0,0,0,0,0,1698,NA,PRODUCTION,1.13
635,2014,ONTARIO,Nonmetallic Mineral Product,Lead compounds,YES,PBT,YES,1,NO,NO,0,59.6,0,0,0,0,0,0,0,0,0,59.6,1.109,0,1.109,0,0,0,0,0,0,0,0,0,0,0,49.3054,1.647,0,0,0,0,0,52.0614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0614,111.6614,0,0,59.6,51.65107,0.41033,0,0,0,0,0,0,111.6614,NA,PRODUCTION,1.03
636,2014,WARREN,Paper,Ammonia,NO,TRI,NO,0,NO,NO,250,16917,22740,0,0,0,0,0,0,0,0,39907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972,0,0,0,0,0,0,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972,40879,0,0,39907,972,0,0,0,0,0,329838,0,370717,NA,PRODUCTION,1.09
637,2014,WARREN,Nonmetallic Mineral Product,Lead compounds,YES,PBT,YES,1,NO,NO,1.28,9.17,0,0,0,0,0,0,0,0,0,10.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.45,0,0,10.45,0,0,0,0,0,0,0,0,10.45,NA,PRODUCTION,1.14
